Program Number,Program Title,Department/Ind. Agency,Sub-Tier,Related Federal Assistance,Last Date Modified,Types of Assistance,Date Published,Funded,POC Information
10.060,Beekeeper Indemnity Payments,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.061,Emergency Livestock Feed Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.063,Agricultural Conservation Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.064,Forestry Incentives Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.065,Rice Production Stabilization,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.067,Farmer Owned Reserve Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.068,Rural Clean Water Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.071,Federal-State Cooperation in Warehouse Examination Agreement,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.075,Special Apple Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.076,Emergency Loan for Seed Producers,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.100,Agricultural Futures Markets Supervision,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.140,Special Emphasis Outreach Programs Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.150,Agricultural Product Grading,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.151,Assistance to States for Intrastate Meat and Poultry Inspection,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.152,Export Payments on Agricultural Products,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.154,Market Development and Assistance,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.157,Meat and Poultry Inspection,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.158,Plentiful Foods,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.159,Livestock and Poultry Market Supervision,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.160,Voluntary Commodity Inspection and Grading Programs,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.161,Egg Products Inspection,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.166,Commodity Purchase Services,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.201,Research Facilities,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.204,Rural Development Research,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.208,Alcohol Fuels Research,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.209,1890 Research Facilities,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.211,Higher Education Strengthening Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.213,Competitive Research Grants for Forest and Rangeland Renewable Resources,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.214,Morrill-Nelson Funds for Food and Agricultural Higher Education,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.218,Buildings and Facilities Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.240,Alternative Agricultural Research and Commercialization Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.251,Technical Assistance to Cooperatives,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.252,Agriculture Statistical Reports,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.300,CCC Export Credit Sales,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.301,Export Payments,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.302,Initiative for Future Agriculture and Food Systems,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.353,National Rural Development Partnership,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.375,Human Nutrition Information Service,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.400,Comprehensive Areawide Water and Sewer Planning Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.401,Economic Opportunity Farm Operating Loans to Cooperatives,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.402,Economic Opportunity Farm Resource Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.403,Economic Opportunity Nonfarm Enterprise Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.408,Grazing Association Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.409,"Irrigation, Drainage and Other Soil and Water Conservation Loans","AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.412,Recreation Association Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.413,Recreation Facility Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.414,Resource Conservation and Development Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.416,Soil and Water Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.418,Water and Waste Disposal Systems for Rural Communities,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.419,Watershed Protection and Flood Prevention Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.422,Business and Industrial Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.423,Community Facilities Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.424,Rural Development Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.425,Emergency Livestock Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.426,Area Development Assistance Planning Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.428,Economic Emergency Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.429,Guaranteed Rural Housing Loans_Demonstration Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.430,Energy Impacted Area Development Assistance Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.431,Technical and Supervisory Assistance Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.432,Biomass Energy and Alcohol Fuels Loan and Loan Guarantees,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.434,Nonprofit National Corporations Loan and Grant Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.436,Technical Assistance and Training Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.439,Intermediary Relending Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.440,Emergency Community Water Assistance Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.453,Fund for Rural America_Farm Ownership Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.476,Egg Products Inspection,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.478,Voluntary Commodity Inspection and Grading Programs,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.501,Agricultural Telecommunications Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.502,Extension Programs for Improved Family Living,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.503,Extension Programs for Improved Nutrition,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.504,Extension Programs for Improving Farm Income,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.505,Extension Programs for Marketing and Distribution,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.506,Extension Programs for Pesticides Safety and Rural Civil Defense,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.507,"Extension Programs for Recreation, Wildlife, and Natural Beauty","AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.508,Extension Programs for Soil and Water Conservation,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.509,4-H Youth Development Programs,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.510,Extension Programs for Environmental Improvement,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.552,Special Food Service Program for Children,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.554,Equipment Assistance for School Food Service Programs,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.562,Nutritional Training and Education,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.563,Nutrition Education Experimental or Demonstration Projects,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.564,Nutrition Education and Training Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.571,Food Commodities for Soup Kitchens,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.611,Regional Centers for the Transfer of Manufacturing Technology,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.650,State and Private Forestry Cooperation,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.651,Forestry Cooperative Research,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.653,Land Exchange in the National Forests,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.654,Cooperative Law Enforcement,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.655,Assistance to States for Tree Improvement,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.656,Cooperative Forest Fire Control,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.657,Cooperation in Forest Management and Processing,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.658,Cooperative Forest Insect and Disease Management,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.659,Cooperative Production and Distribution of Forest Tree Planting Stock,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.660,General Forestry Assistance,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.661,Youth Conservation Corps_Grants to States,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.662,Rural Community Fire Protection,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.663,Young Adult Conservation Corps_Grants to States,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.667,School Funds_Grants to Arizona,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.668,Additional Lands_Grants to Minnesota,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.669,Accelerated Cooperative Assistance for Forest Programs on Certain Lands Adjacent to the Boundary Waters Canoe Area,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.673,Wood In Transportation Program,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.750,Information on Agricultural Activities,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.764,Resource Conservation and Development Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.765,Watershed Protection and Flood Prevention Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.825,Technical Assistance to Rural Areas,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.852,Rural Telephone Bank Loans,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.853,Community Antenna Television Loans and Loan Guarantees,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.875,Agricultural Research_Basic and Applied Research,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.876,"Grants for Agricultural Research, Special Research Grants","AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.877,Cooperative Forestry Research,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.878,Payments to Agricultural Experiment Stations Under Hatch Act,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.879,Rural Development Research,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.880,Payments to 1890 Land-Grant Colleges and Tuskegee Institute,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.881,Cooperative Extension Service,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.882,Higher Education_Land-Grant Colleges and Universities,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.883,Technical Information Systems,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.884,Grants for Agricultural Research_Competitive Research_Grants,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.885,Animal Health and Disease Research,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.900,Great Plains Conservation,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.908,Resources Inventory,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.909,Resource Appraisal and Program Development,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.911,Watershed Surveys and Planning,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.915,Fund for Rural America_Small Farmer Outreach Training and Technical Assistance,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
10.963,Scientific and Technical Cooperation,"AGRICULTURE, DEPARTMENT OF",,,"Jun 21, 2004",,,,
11.007,Measures and Analyses of U.S. Economy,"COMMERCE, DEPARTMENT OF",U.S. Census Bureau,,"Jun 21, 2004",,,,
11.050,"Business Assistance, Services, and Information","COMMERCE, DEPARTMENT OF",ECONOMICS AND STATISTICS ADMINISTRATION/UNDER SECRETARY FOR ECONOMIC AFFAIRS,,"Jun 21, 2004",,,,
11.100,Export Licensing Service and Information,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.101,Export Trade Promotion,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.102,Foreign Investment Development in the United States,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.103,International Commercial Information,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.104,"Business Assistance, Services, and Information","COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.105,Importation of Duty-Free Educational and Scientific Materials,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.106A,Trade Adjustment Assistance,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.106B,Remedies for Unfair Foreign Trade Practices_Antidumping and Countervailing Duty Investigations,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.107,Remedies for Unfair Foreign Trade Practices_Countervailing Duty Investigations,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.109,Trade Adjustment Assistance,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.114,Special American Business Internship Training Program,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.115,American Business Center,"COMMERCE, DEPARTMENT OF",INTERNATIONAL TRADE ADMINISTRATION,,"Jun 21, 2004",,,,
11.200,"Business Assistance, Services and Information","COMMERCE, DEPARTMENT OF",Business and Defense Services Administration,,"Jun 21, 2004",,,,
11.201,Importation of Duty_Free Educational and Scientific Materials,"COMMERCE, DEPARTMENT OF",Business and Defense Services Administration,,"Jun 21, 2004",,,,
11.202,Trade Adjustment Assistance,"COMMERCE, DEPARTMENT OF",Business and Defense Services Administration,,"Jun 21, 2004",,,,
11.301,Economic Development_Business Development Assistance,"COMMERCE, DEPARTMENT OF",ECONOMIC DEVELOPMENT ADMINISTRATION,,"Jun 21, 2004",,,,
11.304,Economic Development_Public Works Impact Program,"COMMERCE, DEPARTMENT OF",ECONOMIC DEVELOPMENT ADMINISTRATION,,"Jun 21, 2004",,,,
11.305,Economic Development_State and Local Economic Development Planning,"COMMERCE, DEPARTMENT OF",ECONOMIC DEVELOPMENT ADMINISTRATION,,"Jun 21, 2004",,,,
11.306,Economic Development_District Operational Assistance,"COMMERCE, DEPARTMENT OF",ECONOMIC DEVELOPMENT ADMINISTRATION,,"Jun 21, 2004",,,,
11.308,"Grants to States for Supplemental and Basic Funding of Titles I, II, III, IV and IX Activities","COMMERCE, DEPARTMENT OF",ECONOMIC DEVELOPMENT ADMINISTRATION,,"Jun 21, 2004",,,,
11.309,Trade Adjustment Assistance,"COMMERCE, DEPARTMENT OF",ECONOMIC DEVELOPMENT ADMINISTRATION,,"Jun 21, 2004",,,,
11.310,Redevelopment Area Loan Program (Section 204),"COMMERCE, DEPARTMENT OF",ECONOMIC DEVELOPMENT ADMINISTRATION,,"Jun 21, 2004",,,,
11.311,Special Economic Development and Adjustment Assistance Program_Sudden and Severe Economic Dislocation,"COMMERCE, DEPARTMENT OF",ECONOMIC DEVELOPMENT ADMINISTRATION,,"Jun 21, 2004",,,,
11.400A,Geodetic Control Surveys,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.400B,6Geodetic Surveys and Services,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.401,Nautical Charts and Related Data,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.402A,River and Flood Forecast and Warning Services,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.402B,6Marine Boundary Program,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.403,Seismological Investigations,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.404,Weather and River Forecasts and Warnings,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.406,Commercial Fisheries Disaster Assistance,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.409,Fishing Vessel and Gear Damage Compensation Fund,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.410,Fishermen's Guaranty Fund,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.411,Fishery Cooperative Services,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.412,Fishery Marketing Assistance,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.414,Fishing Statistics and Market News,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.416,Jellyfish Control,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.418,Coastal Zone Management Program Development,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.421,Energy Impact_Formula Grants,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.422,Coastal Energy Impact Grants,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.423,Coastal Energy Impact Program_Loans and Guarantees,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.424,Coastal Energy Impact Program_Environmental Grants,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.425,Coastal Energy Impact Program_Outer Continental Shelf State Participation Grants,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.442,Research in Oceanographic Data Base Management,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.446,Antarctic Marine Living Resources,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.448,Federal/State Cooperative Program in Atmospheric Research,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.461,Cooperative Institute,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.464,Marine Research_Regional Programs,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.466,Marine Instrumentation Special Projects,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,,"Jun 21, 2004",,,,
11.500,Construction_Differential Subsidies,"COMMERCE, DEPARTMENT OF",Maritime Administration,,"Jun 21, 2004",,,,
11.501,Development and Promotion of Ports and Intermodal Transportation,"COMMERCE, DEPARTMENT OF",Maritime Administration,,"Jun 21, 2004",,,,
